year,round,seed1,team1,score1,seed2,team2,score2 
2017,1,5,Notre Dame,60,12,Princeton,58
2017,1,4,West Virginia,86,13,Bucknell,80
2017,1,5,Virginia,76,12,UNC Wilmington,71
2017,1,4,Florida,80,13,East Tennessee State,65
2017,1,1,Gonzaga,66,16,South Dakota State,46
2017,1,8,Northwestern,68,9,Vanderbilt,66
2017,1,7,St. Mary's (Cal.),85,10,Virginia Commonwealth,77
2017,1,2,Arizona,100,15,North Dakota,82
2017,1,5,Iowa State,84,12,Nevada,73
2017,1,4,Purdue,80,13,Vermont,70
2017,1,5,Minnesota,72,12,Middle Tennessee State,81
2017,1,4,Butler,76,13,Winthrop,64
2017,1,1,Villanova,76,16,Mount St. Mary's,56
2017,1,8,Wisconsin,84,9,Virginia Tech,74
2017,1,6,Maryland,65,11,Xavier,76
2017,1,3,Florida State,86,14,Florida Gulf Coast,80
2017,1,6,Southern Methodist,65,11,Southern California,66
2017,1,3,Baylor,91,14,New Mexico State,73
2017,1,1,Kansas,100,16,UC Davis,62
2017,1,8,Miami (Fla.),58,9,Michigan State,78
2017,1,7,South Carolina,93,10,Marquette,73
2017,1,2,Duke,87,15,Troy,65
2017,1,1,North Carolina,103,16,Texas Southern,64
2017,1,8,Arkansas,77,9,Seton Hall,71
2017,1,6,Creighton,72,11,Rhode Island,84
2017,1,3,Oregon,93,14,Iona,77
2017,1,6,Cincinnati,75,11,Kansas State,61
2017,1,3,UCLA,97,14,Kent State,80
2017,1,7,Michigan,92,10,Oklahoma State,91
2017,1,2,Louisville,78,15,Jacksonville State,63
2017,1,7,Dayton,58,10,Wichita State,64
2017,1,2,Kentucky,79,15,Northern Kentucky,70
2016,1,2,Villanova,86,15,UNC Asheville,56
2016,1,7,Iowa,72,10,Temple,70
2016,1,3,Miami (Fla.),79,14,Buffalo,72
2016,1,4,California,66,13,Hawaii,77
2016,1,5,Maryland,79,12,South Dakota State,74
2016,1,8,Colorado,67,9,Connecticut,74
2016,1,1,Kansas,105,16,Austin Peay,79
2016,1,2,Oklahoma,82,15,Cal State Bakersfied,68
2016,1,7,Oregon State,67,10,Virginia Commonwealth,75
2016,1,3,Texas A&M,92,14,Green Bay,65
2016,1,6,Texas,72,11,Northern Iowa,75
2016,1,4,Duke,93,13,UNC Wilmington,85
2016,1,12,Yale,79,5,Baylor,75
2016,1,8,St. Joseph's,78,9,Cincinnati,76
2016,1,2,Xavier,71,15,Weber State,53
2016,1,10,Pittsburgh,43,7,Wisconsin,47
2016,1,3,West Virginia,56,14,Stephen F. Austin,70
2016,1,4,Kentucky,85,13,Stony Brook,57
2016,1,5,Indiana,99,12,Chattanooga,74
2016,1,8,Southern California,69,9,Providence,70
2016,1,1,North Carolina,83,16,Florida Gulf Coast,67
2016,1,1,Virginia,81,16,Hampton,45
2016,1,8,Texas Tech,61,9,Butler,71
2016,1,5,Purdue,83,12,Arkansas-Little Rock,85
2016,1,4,Iowa State,94,13,Iona,81
2016,1,6,Seton Hall,52,11,Gonzaga,68
2016,1,3,Utah,80,14,Fresno State,69
2016,1,7,Dayton,51,10,Syracuse,70
2016,1,2,Michigan State,81,15,Middle Tennessee State,90
2016,1,6,Arizona,55,11,Wichita State,65
2016,1,1,Oregon,91,16,Holy Cross,52
2016,1,6,Notre Dame,70,11,Michigan,63
2015,1,8,Cincinnati,66,9,Purdue,65
2015,1,12,Buffalo,62,5,West Virginia,68
2015,1,4,Maryland,65,13,Valparaiso,62
2015,1,6,Butler,56,11,Texas,48
2015,1,3,Notre Dame,69,14,Northeastern,65
2015,1,7,Wichita State,81,10,Indiana,76
2015,1,2,Kansas,75,15,New Mexico State,56
2015,1,1,Villanova,93,16,Lafayette,52
2015,1,8,North Carolina State,66,9,LSU,65
2015,1,5,Northern Iowa,71,12,Wyoming,54
2015,1,4,Louisville,57,13,UC Irvine,55
2015,1,3,Oklahoma,69,14,Albany (N.Y.),60
2015,1,7,Michigan State,70,10,Georgia,63
2015,1,2,Virginia,79,15,Belmont,67
2015,1,1,Wisconsin,86,16,Coastal Carolina,72
2015,1,8,Oregon,79,9,Oklahoma State,73
2015,1,4,North Carolina,67,13,Harvard,65
2015,1,3,Baylor,56,14,Georgia State,57
2015,1,7,Virginia Commonwealth,72,10,Ohio State,75
2015,1,2,Arizona,93,15,Texas Southern,72
2015,1,8,San Diego State,76,9,St. John's,64
2015,1,5,Utah,57,12,Stephen F. Austin,50
2015,1,4,Georgetown,84,13,Eastern Washington,74
2015,1,6,Southern Methodist,59,11,UCLA,60
2015,1,3,Iowa State,59,14,Alabama-Birmingham,60
2015,1,7,Iowa,83,10,Davidson,52
2015,1,2,Gonzaga,86,15,North Dakota State,76
2015,1,1,Kentucky,79,16,Hampton,56
2015,1,6,Xavier,76,11,Mississippi,57
2015,1,6,Providence,53,11,Dayton,66
2015,1,1,Duke,85,16,Robert Morris,56
2015,1,5,Arkansas,56,12,Wofford,53
2014,1,1,Florida,67,16,Albany (N.Y.),55
2014,1,8,Gonzaga,85,9,Oklahoma State,77
2014,1,8,Colorado,48,9,Pittsburgh,77
2014,1,5,Oklahoma,75,12,North Dakota State,80
2014,1,5,Virginia Commonwealth,75,12,Stephen F. Austin,77
2014,1,4,San Diego State,73,13,New Mexico State,69
2014,1,4,UCLA,76,13,Tulsa,59
2014,1,6,Baylor,74,11,Nebraska,60
2014,1,6,Ohio State,59,11,Dayton,60
2014,1,3,Creighton,76,14,Louisiana-Lafayette,66
2014,1,3,Syracuse,77,14,Western Michigan,53
2014,1,7,Oregon,87,10,Brigham Young,68
2014,1,7,New Mexico,53,10,Stanford,58
2014,1,2,Kansas,80,15,Eastern Kentucky,69
2014,1,2,Wisconsin,75,15,American,35
2014,1,1,Virginia,70,16,Coastal Carolina,59
2014,1,8,Memphis,71,9,George Washington,66
2014,1,5,Cincinnati,57,12,Harvard,61
2014,1,4,Michigan State,93,13,Delaware,78
2014,1,6,North Carolina,79,11,Providence,77
2014,1,1,Wichita State,64,16,Cal-Poly,37
2014,1,8,Kentucky,56,9,Kansas State,49
2014,1,3,Iowa State,93,14,North Carolina Central,75
2014,1,5,St. Louis,83,12,North Carolina State,80
2014,1,7,Connecticut,89,10,St. Joseph's,81
2014,1,2,Villanova,73,15,Milwaukee,53
2014,1,4,Louisville,71,13,Manhattan,64
2014,1,6,Massachusetts,67,11,Tennessee,86
2014,1,3,Duke,71,14,Mercer,78
2014,1,7,Texas,87,10,Arizona State,85
2014,1,2,Michigan,57,15,Wofford,40
2014,1,1,Arizona,68,16,Weber State,59
2013,1,1,Louisville,79,16,North Carolina A&T,48
2013,1,8,Colorado State,84,9,Missouri,72
2013,1,5,Oklahoma State,55,12,Oregon,68
2013,1,4,St. Louis,64,13,New Mexico State,44
2013,1,6,Memphis,54,11,St. Mary's (Cal.),52
2013,1,3,Michigan State,65,14,Valparaiso,54
2013,1,1,Kansas,64,16,Western Kentucky,57
2013,1,7,Creighton,67,10,Cincinnati,63
2013,1,2,Duke,73,15,Albany (N.Y.),61
2013,1,8,North Carolina,78,9,Villanova,71
2013,1,5,Virginia Commonwealth,88,12,Akron,42
2013,1,4,Michigan,71,13,South Dakota State,56
2013,1,6,UCLA,63,11,Minnesota,83
2013,1,3,Florida,79,14,Northwestern State,47
2013,1,7,San Diego State,70,10,Oklahoma,55
2013,1,2,Georgetown,68,15,Florida Gulf Coast,78
2013,1,1,Gonzaga,64,16,Southern,58
2013,1,1,Indiana,83,16,James Madison,62
2013,1,8,Pittsburgh,55,9,Wichita State,73
2013,1,8,North Carolina State,72,9,Temple,76
2013,1,5,Wisconsin,46,12,Mississippi,57
2013,1,5,UNLV,61,12,California,64
2013,1,4,Kansas State,61,13,La Salle,63
2013,1,4,Syracuse,81,13,Montana,34
2013,1,6,Butler,68,11,Bucknell,56
2013,1,3,Marquette,59,14,Davidson,58
2013,1,7,Illinois,57,10,Colorado,49
2013,1,6,Arizona,81,11,Belmont,64
2013,1,2,Miami (Fla.),78,15,Pacific,49
2013,1,3,New Mexico,62,14,Harvard,68
2013,1,7,Notre Dame,58,10,Iowa State,76
2013,1,2,Ohio State,95,15,Iona,70
2012,1,6,Cincinnati,65,11,Texas,59
2012,1,8,Creighton,58,9,Alabama,57
2012,1,6,San Diego State,65,11,North Carolina State,79
2012,1,7,Florida,71,10,Virginia,45
2012,1,3,Florida State,66,14,St. Bonaventure,63
2012,1,3,Georgetown,74,14,Belmont,59
2012,1,1,North Carolina,77,16,Vermont,58
2012,1,2,Missouri,84,15,Norfolk State,86
2012,1,4,Michigan,60,13,Ohio,65
2012,1,7,St. Mary's (Cal.),69,10,Purdue,72
2012,1,2,Duke,70,15,Lehigh,75
2012,1,1,Michigan State,89,16,Long Island,67
2012,1,7,Notre Dame,63,10,Xavier,67
2012,1,2,Kansas,65,15,Detroit,50
2012,1,5,Temple,44,12,South Florida,58
2012,1,8,Memphis,54,9,St. Louis,61
2012,1,6,Murray St.,58,11,Colorado State,41
2012,1,4,Louisville,69,13,Davidson,62
2012,1,8,Kansas State,70,9,Southern Mississippi,64
2012,1,4,Wisconsin,73,13,Montana,49
2012,1,3,Marquette,88,14,Brigham Young,68
2012,1,1,Syracuse,72,16,UNC Asheville,65
2012,1,5,New Mexico,75,12,Long Beach State,68
2012,1,5,Vanderbilt,79,12,Harvard,70
2012,1,1,Kentucky,81,16,Western Kentucky,66
2012,1,5,Wichita State,59,12,Virginia Commonwealth,62
2012,1,7,Gonzaga,77,10,West Virginia,54
2012,1,2,Ohio State,78,15,Loyola (Md.),59
2012,1,8,Iowa State,77,9,Connecticut,64
2012,1,4,Indiana,79,13,New Mexico State,66
2012,1,6,UNLV,64,11,Colorado,68
2012,1,3,Baylor,68,14,South Dakota State,60
2011,1,4,Texas,85,13,Oakland,81
2011,1,2,Notre Dame,69,15,Akron,56
2011,1,1,Duke,87,16,Hampton,45
2011,1,5,Arizona,77,12,Memphis,75
2011,1,7,Texas A&M,50,10,Florida State,57
2011,1,8,George Mason,61,9,Villanova,57
2011,1,8,Michigan,75,9,Tennessee,45
2011,1,3,Purdue,65,14,St. Peter's,43
2011,1,2,North Carolina,102,15,Long Island,87
2011,1,6,Xavier,55,11,Marquette,66
2011,1,1,Kansas,72,16,Boston University,53
2011,1,8,UNLV,62,9,Illinois,73
2011,1,3,Syracuse,77,14,Indiana State,60
2011,1,1,Ohio State,75,16,Texas-San Antonio,46
2011,1,7,Washington,68,10,Georgia,65
2011,1,6,Georgetown,56,11,Virginia Commonwealth,74
2011,1,5,West Virginia,84,12,Clemson,76
2011,1,4,Louisville,61,13,Morehead State,62
2011,1,4,Kentucky,59,13,Princeton,57
2011,1,7,Temple,66,10,Penn State,64
2011,1,5,Vanderbilt,66,12,Richmond,69
2011,1,2,San Diego State,68,15,Northern Colorado,50
2011,1,6,St. John's,71,11,Gonzaga,86
2011,1,5,Kansas State,73,12,Utah State,68
2011,1,4,Wisconsin,72,13,Belmont,58
2011,1,3,Brigham Young,74,14,Wofford,66
2011,1,2,Florida,79,15,UC Santa Barbara,51
2011,1,7,UCLA,78,10,Michigan State,76
2011,1,8,Butler,60,9,Old Dominion,58
2011,1,1,Pittsburgh,74,16,UNC Asheville,51
2011,1,3,Connecticut,81,14,Bucknell,52
2011,1,6,Cincinnati,78,11,Missouri,63
2010,1,5,Michigan State,70,12,New Mexico State,67
2010,1,4,Maryland,89,13,Houston,77
2010,1,1,Syracuse,79,16,Vermont,56
2010,1,2,Ohio State,68,15,UC Santa Barbara,51
2010,1,7,Clemson,78,10,Missouri,86
2010,1,4,Purdue,72,13,Siena,64
2010,1,7,Oklahoma State,59,10,Georgia Tech,64
2010,1,8,Gonzaga,67,9,Florida State,60
2010,1,4,Wisconsin,53,13,Wofford,49
2010,1,5,Texas A&M,69,12,Utah State,53
2010,1,5,Temple,65,12,Cornell,78
2010,1,8,California,77,9,Louisville,62
2010,1,3,Pittsburgh,89,14,Oakland,66
2010,1,1,Duke,73,16,Arkansas-Pine Bluff,44
2010,1,6,Xavier,65,11,Minnesota,54
2010,1,2,West Virginia,77,15,Morgan State,50
2010,1,2,Kansas State,82,15,North Texas,62
2010,1,4,Vanderbilt,65,13,Murray St.,66
2010,1,7,Brigham Young,99,10,Florida,92
2010,1,5,Butler,77,12,UTEP,59
2010,1,3,New Mexico,62,14,Montana,57
2010,1,1,Kentucky,100,16,East Tennessee State,71
2010,1,8,Texas,80,9,Wake Forest,81
2010,1,6,Notre Dame,50,11,Old Dominion,51
2010,1,3,Baylor,68,14,Sam Houston State,59
2010,1,7,Richmond,71,10,St. Mary's (Cal.),80
2010,1,2,Villanova,73,15,Robert Morris,70
2010,1,6,Marquette,78,11,Washington,80
2010,1,1,Kansas,90,16,Lehigh,74
2010,1,8,UNLV,66,9,Northern Iowa,69
2010,1,3,Georgetown,83,14,Ohio,97
2010,1,6,Tennessee,62,11,San Diego State,59
2009,1,5,Florida State,59,12,Wisconsin,61
2009,1,6,West Virginia,60,11,Dayton,68
2009,1,4,Wake Forest,69,13,Cleveland State,84
2009,1,7,Boston College,55,10,Southern California,72
2009,1,3,Missouri,78,14,Cornell,59
2009,1,3,Syracuse,59,14,Stephen F. Austin,44
2009,1,6,Arizona State,66,11,Temple,57
2009,1,4,Xavier,77,13,Portland State,59
2009,1,3,Kansas,84,14,North Dakota State,74
2009,1,1,Louisville,74,16,Morehead State,54
2009,1,6,Marquette,58,11,Utah State,57
2009,1,8,Ohio State,72,9,Siena,74
2009,1,5,Utah,71,12,Arizona,84
2009,1,1,Pittsburgh,72,16,East Tennessee State,62
2009,1,8,Oklahoma State,77,9,Tennessee,75
2009,1,2,Michigan State,77,15,Robert Morris,62
2009,1,5,Illinois,72,12,Western Kentucky,76
2009,1,2,Oklahoma,82,15,Morgan State,54
2009,1,4,Gonzaga,77,13,Akron,64
2009,1,8,LSU,75,9,Butler,71
2009,1,1,North Carolina,101,16,Radford,58
2009,1,7,Clemson,59,10,Michigan,62
2009,1,2,Duke,86,15,Binghamton,62
2009,1,7,Texas,76,10,Minnesota,62
2009,1,6,UCLA,65,11,Virginia Commonwealth,64
2009,1,2,Memphis,81,15,Cal State Northridge,70
2009,1,7,California,71,10,Maryland,84
2009,1,4,Washington,71,13,Mississippi State,58
2009,1,5,Purdue,61,12,Northern Iowa,56
2009,1,8,Brigham Young,66,9,Texas A&M,79
2009,1,1,Connecticut,103,16,Chattanooga,47
2009,1,3,Villanova,80,14,American,67
2008,1,1,Memphis,87,16,Texas-Arlington,63
2008,1,2,Tennessee,72,15,American,57
2008,1,2,Texas,74,15,Austin Peay,54
2008,1,2,Georgetown,66,15,Maryland-Baltimore County,47
2008,1,3,Louisville,79,14,Boise State,61
2008,1,1,North Carolina,113,16,Mount St. Mary's,74
2008,1,4,Vanderbilt,62,13,Siena,83
2008,1,4,Connecticut,69,13,San Diego,70
2008,1,6,Oklahoma,72,11,St. Joseph's,64
2008,1,8,Mississippi State,76,9,Oregon,69
2008,1,8,Indiana,72,9,Arkansas,86
2008,1,7,Gonzaga,76,10,Davidson,82
2008,1,7,Butler,81,10,South Alabama,61
2008,1,5,Drake,99,12,Western Kentucky,101
2008,1,5,Clemson,69,12,Villanova,75
2008,1,7,Miami (Fla.),78,10,St. Mary's (Cal.),64
2008,1,3,Stanford,77,14,Cornell,53
2008,1,3,Wisconsin,71,14,Cal State Fullerton,56
2008,1,8,Brigham Young,62,9,Texas A&M,67
2008,1,7,West Virginia,75,10,Arizona,65
2008,1,4,Washington State,71,13,Winthrop,40
2008,1,3,Xavier,73,14,Georgia,61
2008,1,4,Pittsburgh,82,13,Oral Roberts,63
2008,1,2,Duke,71,15,Belmont,70
2008,1,1,Kansas,85,16,Portland State,61
2008,1,5,Michigan State,72,12,Temple,61
2008,1,5,Notre Dame,68,12,George Mason,50
2008,1,1,UCLA,70,16,Mississippi Valley State,29
2008,1,8,UNLV,71,9,Kent State,58
2008,1,6,Marquette,74,11,Kentucky,66
2008,1,6,Purdue,90,11,Baylor,79
2008,1,6,Southern California,67,11,Kansas State,80
2007,1,1,Florida,112,16,Jackson State,69
2007,1,5,Tennessee,121,12,Long Beach State,86
2007,1,4,Texas,79,13,New Mexico State,67
2007,1,4,Virginia,84,13,Albany (N.Y.),57
2007,1,7,Nevada,77,10,Creighton,71
2007,1,2,Memphis,73,15,North Texas,58
2007,1,3,Oregon,58,14,Miami (Ohio),56
2007,1,7,UNLV,67,10,Georgia Tech,63
2007,1,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63
2007,1,8,Arizona,63,9,Purdue,72
2007,1,6,Notre Dame,64,11,Winthrop,74
2007,1,1,Kansas,107,16,Niagara,67
2007,1,8,Kentucky,67,9,Villanova,58
2007,1,5,Virginia Tech,54,12,Illinois,52
2007,1,5,Southern California,77,12,Arkansas,60
2007,1,4,Southern Illinois,61,13,Holy Cross,51
2007,1,2,UCLA,70,15,Weber State,42
2007,1,3,Texas A&M,68,14,Penn,52
2007,1,3,Pittsburgh,79,14,Wright State,58
2007,1,6,Vanderbilt,77,11,George Washington,44
2007,1,1,North Carolina,86,16,Eastern Kentucky,65
2007,1,2,Georgetown,80,15,Belmont,55
2007,1,6,Duke,77,11,Virginia Commonwealth,79
2007,1,8,Brigham Young,77,9,Xavier,79
2007,1,4,Maryland,82,13,Davidson,70
2007,1,5,Butler,57,12,Old Dominion,46
2007,1,3,Washington State,70,14,Oral Roberts,54
2007,1,8,Marquette,49,9,Michigan State,61
2007,1,7,Boston College,84,10,Texas Tech,75
2007,1,1,Ohio State,78,16,Central Connecticut State,57
2007,1,7,Indiana,70,10,Gonzaga,57
2007,1,6,Louisville,78,11,Stanford,58
2006,1,3,Iowa,63,14,Northwestern State,64
2006,1,1,Connecticut,72,16,Albany (N.Y.),59
2006,1,7,Georgetown,54,10,Northern Iowa,49
2006,1,2,Ohio State,70,15,Davidson,62
2006,1,8,Arkansas,55,9,Bucknell,59
2006,1,1,Memphis,94,16,Oral Roberts,78
2006,1,2,Texas,60,15,Penn,52
2006,1,6,West Virginia,64,11,Southern Illinois,46
2006,1,8,Kentucky,72,9,Alabama-Birmingham,59
2006,1,6,Michigan State,65,11,George Mason,75
2006,1,3,North Carolina,69,14,Murray St.,65
2006,1,4,Kansas,73,13,Bradley,77
2006,1,5,Pittsburgh,79,12,Kent State,64
2006,1,1,Villanova,58,16,Monmouth,45
2006,1,8,Arizona,94,9,Wisconsin,75
2006,1,7,California,52,10,North Carolina State,58
2006,1,4,LSU,80,13,Iona,64
2006,1,2,UCLA,78,15,Belmont,44
2006,1,7,Marquette,85,10,Alabama,90
2006,1,4,Illinois,78,13,Air Force,69
2006,1,5,Nevada,79,12,Montana,87
2006,1,3,Gonzaga,79,14,Xavier,75
2006,1,5,Syracuse,58,12,Texas A&M,66
2006,1,8,George Washington,88,9,UNC Wilmington,85
2006,1,1,Duke,70,16,Southern,54
2006,1,5,Washington,75,12,Utah State,61
2006,1,7,Wichita State,86,10,Seton Hall,66
2006,1,2,Tennessee,63,15,Winthrop,61
2006,1,4,Boston College,88,13,Pacific,76
2006,1,6,Oklahoma,74,11,Milwaukee,82
2006,1,3,Florida,76,14,South Alabama,50
2006,1,6,Indiana,87,11,San Diego State,83
2005,1,7,Southern Illinois,65,10,St. Mary's (Cal.),56
2005,1,5,Michigan State,89,12,Old Dominion,81
2005,1,8,Stanford,70,9,Mississippi State,93
2005,1,1,Duke,57,16,Delaware State,46
2005,1,2,Connecticut,77,15,Central Florida,71
2005,1,7,Charlotte,63,10,North Carolina State,75
2005,1,3,Kansas,63,14,Bucknell,64
2005,1,4,Syracuse,57,13,Vermont,60
2005,1,1,North Carolina,96,16,Oakland,68
2005,1,2,Wake Forest,70,15,Chattanooga,54
2005,1,4,Louisville,68,13,Louisiana-Lafayette,62
2005,1,6,Wisconsin,57,11,Northern Iowa,52
2005,1,5,Georgia Tech,80,12,George Washington,68
2005,1,4,Florida,67,13,Ohio,62
2005,1,5,Villanova,55,12,New Mexico,47
2005,1,2,Oklahoma State,63,15,Southeastern Louisiana,50
2005,1,8,Minnesota,53,9,Iowa State,64
2005,1,8,Pacific,79,9,Pittsburgh,71
2005,1,8,Texas,57,9,Nevada,61
2005,1,6,Utah,60,11,UTEP,54
2005,1,1,Illinois,67,16,Fairleigh Dickinson,55
2005,1,6,Texas Tech,78,11,UCLA,66
2005,1,4,Boston College,85,13,Penn,65
2005,1,3,Gonzaga,74,14,Winthrop,64
2005,1,7,West Virginia,63,10,Creighton,61
2005,1,5,Alabama,73,12,Milwaukee,83
2005,1,1,Washington,88,16,Montana,77
2005,1,2,Kentucky,72,15,Eastern Kentucky,64
2005,1,6,LSU,68,11,Alabama-Birmingham,82
2005,1,3,Arizona,66,14,Utah State,53
2005,1,7,Cincinnati,76,10,Iowa,64
2005,1,3,Oklahoma,84,14,Niagara,67
2004,1,6,Vanderbilt,71,11,Western Michigan,58
2004,1,1,Kentucky,96,16,Florida A&M,76
2004,1,2,Mississippi State,80,15,Monmouth,70
2004,1,6,Wisconsin,76,11,Richmond,64
2004,1,5,Illinois,72,12,Murray St.,53
2004,1,6,Boston College,58,11,Utah,51
2004,1,4,Kansas,78,13,Illinois-Chicago,53
2004,1,2,Oklahoma State,75,15,Eastern Washington,56
2004,1,5,Providence,58,12,Pacific,66
2004,1,8,Washington,100,9,Alabama-Birmingham,102
2004,1,3,Texas,80,14,Princeton,70
2004,1,4,Cincinnati,80,13,East Tennessee State,77
2004,1,7,Xavier,80,10,Louisville,70
2004,1,3,Georgia Tech,65,14,Northern Iowa,60
2004,1,7,Memphis,59,10,South Carolina,43
2004,1,3,Pittsburgh,53,14,Central Florida,44
2004,1,7,DePaul,76,10,Dayton,69
2004,1,3,North Carolina State,62,14,Louisiana-Lafayette,52
2004,1,6,North Carolina,63,11,Air Force,52
2004,1,8,Seton Hall,80,9,Arizona,76
2004,1,1,Stanford,71,16,Texas-San Antonio,45
2004,1,8,Alabama,65,9,Southern Illinois,64
2004,1,5,Syracuse,80,12,Brigham Young,75
2004,1,1,Duke,96,16,Alabama State,61
2004,1,4,Maryland,86,13,UTEP,83
2004,1,4,Wake Forest,79,13,Virginia Commonwealth,78
2004,1,5,Florida,60,12,Manhattan,75
2004,1,8,Texas Tech,76,9,Charlotte,73
2004,1,1,St. Joseph's,82,16,Liberty,63
2004,1,2,Gonzaga,76,15,Valparaiso,49
2004,1,7,Michigan State,66,10,Nevada,72
2004,1,2,Connecticut,70,15,Vermont,53
2003,1,2,Pittsburgh,67,15,Wagner,62
2003,1,6,Maryland,75,11,UNC Wilmington,73
2003,1,7,Michigan State,79,10,Colorado,64
2003,1,8,Oregon,58,9,Utah,60
2003,1,1,Kentucky,95,16,IUPUI,64
2003,1,7,Indiana,67,10,Alabama,62
2003,1,8,LSU,56,9,Purdue,80
2003,1,5,Mississippi State,46,12,Butler,47
2003,1,1,Texas,82,16,UNC Asheville,61
2003,1,6,Oklahoma State,77,11,Penn,63
2003,1,3,Syracuse,77,14,Manhattan,63
2003,1,7,St. Joseph's,63,10,Auburn,65
2003,1,2,Wake Forest,76,15,East Tennessee State,73
2003,1,3,Xavier,71,14,Troy,59
2003,1,4,Louisville,86,13,Austin Peay,64
2003,1,2,Florida,85,15,Sam Houston State,55
2003,1,8,California,76,9,North Carolina State,74
2003,1,1,Oklahoma,71,16,South Carolina State,54
2003,1,1,Arizona,80,16,Vermont,51
2003,1,8,Cincinnati,69,9,Gonzaga,74
2003,1,5,Notre Dame,70,12,Milwaukee,69
2003,1,4,Illinois,65,13,Western Kentucky,60
2003,1,6,Creighton,73,11,Central Michigan,79
2003,1,3,Duke,67,14,Colorado State,57
2003,1,7,Memphis,71,10,Arizona State,84
2003,1,2,Kansas,64,15,Utah State,61
2003,1,5,Wisconsin,81,12,Weber State,74
2003,1,4,Dayton,71,13,Tulsa,84
2003,1,6,Missouri,72,11,Southern Illinois,71
2003,1,5,Connecticut,58,12,Brigham Young,53
2003,1,3,Marquette,72,14,Holy Cross,68
2003,1,4,Stanford,77,13,San Diego,69
2002,1,7,North Carolina State,69,10,Michigan State,58
2002,1,4,Illinois,93,13,San Diego State,64
2002,1,6,Texas,70,11,Boston College,57
2002,1,1,Cincinnati,90,16,Boston University,52
2002,1,3,Georgia,85,14,Murray St.,68
2002,1,6,Texas Tech,68,11,Southern Illinois,76
